"species","Priority","Trait.reference","Link.to.reference","Trait.extraction.method","OBS","Habit","Height (m)","Leaf duration (evergreen/deciduous [usually not mentioned in the description])","Brachyblast presence [a proxy for leaf duration; sometimes described as ""short shoot""]","Prickles presence (are corky projections from a plant's skin, or dermal tissue.)","Stipular spines presence","stipule spine length(mm)","stipule spine width (mm)","stipule length (mm)","stipule width (mm)","Leaf length (mm)","Petiole length (mm)","Petiole extra-floral nectary presence","Rachis length (mm)","Rachis extra-floral nectary presence","Number of pinnae pairs (integer)","Pinnae length (mm)","Pinnae rachis length (mm)","Pinna extra-floral nectary presence","Number of leaflet pairs (integer)","Leaflet length (mm)","Leaflet width (mm)","Leaflet shape (text)","Leaflet base shape (text)","Leaflet apex shape (text)","Extrafloral nectary (in general)","Peduncle length (mm)","Pedicel (mm)","Inflorescence length (mm)","Infloresence main rachis length (mm)","Inflorescence width (mm)","Inflorescence shape (text)","Inflorescence arrangement / synflorescence (text)","Calyx merism (integer [sometimes not available when minute and gamosepalous])","Calyx length (mm)","Calyx lobe length (mm)","Calyx lobe width (mm)","Corolla merism (integer)","Corolla length (mm)","Corolla lobe length (mm)","Corolla lobe width (mm)","Flower color","Corolla color (text)","Number of stamens (integer)","Stamen/fillament length (mm)","Stamen color","Anther length (mm)","Anther width (mm)","Anther color","Anther gland presence","Nectary presence","Ovary length (mm)","Ovary width (mm)","Style length (mm)","Stigma shape","Fruit type (text)","Fruit length (mm)","Fruit width (mm)","Fruit thickness (mm)","Fruit shape (text)","Fruit base shape (text)","Fruit apex shape (text)","Fruit color","Number of Seeds","Seed length (mm)","Seed width (mm)","Seed thickness (mm)","Seed shape","Seed color (text)","Source used","traits scored specifically for this species","Varieties present (scored before the use of phylogeny highlighted orange)","refercence notes"
"Mimosa_velloziana","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"shrubs","2.5","subherbaceous",NA,"yes",NA,NA,NA,"3-6","(0.8-)1-2.4",NA,"25-70(-80)",NA,NA,NA,"1",NA,"(8-)10-22",NA,NA,"(25-)30-65","10-30(-32)","very obliquely lance-ovate, dimidiately lance-ovate, elliptic","cordate on proximal side, cuneate on distal one","deltate, triangular, short-acuminate",NA,"6-17(-22)",NA,NA,NA,NA,"capitula",NA,"4","0.25-0.4",NA,NA,"4","1.9-2.7","0.55-0.7","0.4-0.55",NA,NA,NA,"3.5-5.5","lilac, pink, sometimes fading whitish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(16-)20-42","8-11(-13)",NA,"plano-compressed, narrowly oblong, broad-linear","abruptly contracted into a stipe","contracted into a slender beak",NA,"(1-)2-5","4-5.5","3-4.3",NA,"compressed-obovoid","brown","same","yes",NA,NA
"Mimosa_mellii","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"shrubs, treelets",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"3-32",NA,NA,NA,"1",NA,"10-90(-100)",NA,"13-23","7-14","(2-)3-6","obliquely ovate, oblong-elliptic, linear-oblong, obtuse-mucronulate, acute",NA,NA,NA,NA,NA,NA,NA,NA,"pseudoraceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"same","yes",NA,NA
"Mimosa_dolens_anisitsii","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,NA,NA,"herbaceous",NA,"no",NA,NA,NA,NA,NA,NA,"5-20(-40",NA,NA,NA,NA,NA,"60-130",NA,"7-11(-12)","20-40","11-20","broadly ovate-elliptic",NA,NA,NA,NA,NA,NA,NA,NA,"capitula",NA,NA,NA,NA,NA,NA,"±3.5-4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"same","yes",NA,NA
"Mimosa_caerulea","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"shrubs, treelets","1-6","herbaceous",NA,"yes",NA,NA,NA,NA,NA,NA,"3-110",NA,NA,NA,"2",NA,NA,NA,"(4-)5-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pseudoraceme",NA,NA,"<0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod",NA,NA,NA,NA,NA,NA,NA,"(1-)2-4",NA,NA,NA,NA,NA,"same","yes",NA,NA
"Mimosa_myriadenia","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"vines, shrubs","1-2",NA,NA,"yes",NA,NA,NA,"0.8-3.5","0.25-0.55",NA,"13-45","yes",NA,NA,"5-33",NA,"25-70(-80)",NA,"8-40","3-15","0.7-8","linear-oblong, rhombic-oblong, acute, rounded, mucronulate, obtuse, obliquely oblanceolate, obvate","subequilateral, strongly inequilateral",NA,NA,"30-70","0.1-0.45",NA,NA,NA,"raceme",NA,"5","0.5-0.7","0.1-0.3",NA,"5","1.3-1.8","0.7-0.9","0.5-0.7",NA,"white","5","1.2-2.5(-3)","white","0.45-0.55",NA,NA,NA,NA,NA,NA,NA,NA,"pod","(50-)55-100","10-17(-19)",NA,"linear-oblong, straight, nearly straight","abruptly contracted inot a stipe",NA,NA,"(8-)9-12(-14)","3.7-4.6","2.5-3.1",NA,"compressed-obovoid",NA,"same","yes",NA,NA
"Mimosa_tricephala_nelsonii","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"shrubs, treelets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_neptunioides","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"subshrubs",NA,NA,NA,"no",NA,NA,NA,"4-11","3-5.5",NA,"(3-)5-21",NA,NA,NA,"2-4",NA,"2-5(-6)",NA,"14-23(-25)","4-8.5","1-1.8","linear-oblong, linear-lanceolate, abruptly acute, straight","ontusangulate",NA,NA,"(10-)20-50(-70)",NA,"(8-)9-15",NA,"5-7","capitula",NA,"4","0.4-0.5","0.15-0.5",NA,"4","2.2-3","0.85-1.1","0.8-0.9",NA,NA,"8","7-8.5","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(8-)12-22","3-3.5",NA,"linear-oblong",NA,NA,NA,"(2-)3-6","2-2.2","2",NA,"subvertically basipetal lentiform",NA,"same","yes",NA,NA
"Mimosa_quadrivalvis_nuttallii","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"herbs",NA,"herbaceous",NA,NA,NA,NA,NA,NA,NA,NA,"(15-)20-40",NA,NA,NA,"4-7(-8)",NA,"15-35(-45)",NA,"(10-)11-16(-18)","(3-)3.5-8","1-2.2(-2.4)","sharply apiculate",NA,NA,NA,"(20-)30-85(-100)",NA,NA,NA,NA,"capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","55-120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"same","yes",NA,NA
"Senegalia_modesta","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"trees, treelets","3-7",NA,NA,NA,NA,NA,NA,"1-2.5(-3)",NA,NA,"25-35(-40)",NA,NA,NA,"2-4",NA,"12-25",NA,"1-2","(20-)25-52","(17-)20-42","broadly obliquely obovate, suborbicular","rounded, subcordate, cuneate","broadly obtuse",NA,"5-13(-15)",NA,NA,NA,NA,"capitula",NA,"3","0.6-0.9",NA,NA,"3","2.1-2.8","1.2-1.5","0.8-1.1",NA,NA,"6","4-5","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","60-90","12-15(-16.5)",NA,"broadly plano-compressed","contracted into a stipe","abruptly apiculate","papery yellowish, purplish-brown",NA,"±6.5-7.5","5",NA,"discoid","smooth brown","same","yes",NA,NA
"Mimosa_distachya_oligacantha","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"shrubs","4","drought-deciduous",NA,"yes",NA,NA,NA,"(1-)1.5-3.5","0.2-0.7",NA,"(7-)10-35",NA,NA,NA,"2-4(-5)",NA,"6-35",NA,"3-6(-7)","3.5-12","2-6(-7)","plane",NA,NA,NA,"(15)-20-90",NA,NA,NA,NA,"spike, raceme",NA,"5","1-1.4","0.1-0.3",NA,"5","2.1-3","0.9-1.5",NA,NA,NA,"10","3-6","white, pale pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(13-)17-60","5-8.5",NA,"stipitate",NA,NA,NA,"(2-)3-5",NA,NA,NA,"nearly straight",NA,"same","yes",NA,NA
"Mimosa_paludosa","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"shrubs, treelets","1.5-5",NA,NA,"yes",NA,NA,NA,"4-11(-15)","0.8-2(-2.5)",NA,"10-45(-60)",NA,NA,NA,"(4-)6-21(-24)","7-18",NA,NA,"22-40(-42)","3.5-8.5","0.8-2.2(-3)","narrowly oblong obtuse, abruptly acute, obtuse-apiculate",NA,NA,NA,"15-35(-60)",NA,NA,NA,NA,"capitula",NA,"4","1.3-2.7",NA,NA,"4","(2.5-)3-5.4","(0.8-)0.9-1.4",NA,NA,NA,"8","6.5-14.5","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(25-)30-70(-80)","(5.5-)6-12(-13)",NA,"linear, linear-oblong, straight, subincurved","cuneately contracted into a stout stipe","cuneatly contracted into a subulate beak",NA,"(3-)5-12(-13)","3.5-4.7(-5)","2.8-4",NA,"transverse, obliquely basipetal, plumply ovoid","brown","same","yes",NA,NA
"Mimosa_quadrivalvis_paucijuga","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"herbs",NA,"herbaceous",NA,NA,NA,NA,NA,"(1-)1.5-9","0.2-0.7",NA,"20-45",NA,NA,NA,"1-3",NA,"5-13",NA,"5-9(-10)","2.5-6.5","0.6-1.7","linear, linear-oblong, linear-oblanceolate, oblong-elliptic","obtusangulate","acute, obtuse, mucronulate, sharply apiculate",NA,"2-4.5(-7.5)",NA,NA,NA,NA,"capitula",NA,"(4-)5-6","0.3-0.6",NA,NA,"(4-)5-6","(1.8-)2-4.3","0.6-1.7","0.6-0.85",NA,NA,NA,"2.5-9(-10)","pink, purplish-pink, sometimes fading whitish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(30-)35-65","±3.5",NA,"linear, narrowly oblong, straight, gently curved, bluntly quadrangular, compressed-quadrangular","contracted into a stout neck","shortly apiculate",NA,"8-12","(3-)3.3-6(-9)","2-3(-3.5)",NA,"oblong-elliptic","brown, livid-brown, black","same","yes",NA,NA
"Mimosa_pauli","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"shrubs","±2",NA,NA,"yes",NA,NA,NA,"3-11","0.5-0.9",NA,"10-35",NA,NA,NA,"4-8",NA,"30-75",NA,"(9-)11-16","7-12.5","2-3.7(-4.4)","narrowly oblong, deltately acuminate","deeply semicordate",NA,NA,"45-95","0.25",NA,NA,NA,"spike",NA,"5","1.5-1.9","±0.4",NA,"5","3.1-3.5","±1.5","0.7",NA,NA,"10","±5","purple",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","35-50","3",NA,"narrowly linear, almost straight, long-attenuate",NA,NA,NA,"5-8","±3","1.8",NA,NA,"brown","same","yes",NA,NA
"Mimosa_platycarpa","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"shrubs, trees","(1-)2-7",NA,NA,"yes",NA,NA,NA,"1-4","0.25-0.5",NA,"6-25(-35)",NA,NA,NA,"7-15(-26)",NA,"(12-)15-42(-55)",NA,"(15-)18-34(-40)","(2-)2.6-7(-8)","(0.6-)0.7-1.8(-2)","linear, linear-elliptic","obtusangulate","obtuse, deltately apiculate",NA,"5-24",NA,NA,NA,NA,"capitula",NA,"(4-)5","0.45-0.9",NA,NA,"(4-)5","2.2-3.2","0.7-1.3","0.6-0.8",NA,NA,NA,"(3.5-)4-5.5(-6)","white, pale pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","35-80","16-23",NA,"broadly elliptic","cuneately contracted into a stipe","abruptly cuneately contracted inot an erect cusp",NA,"4-8","4.6-5.2","3-3.7",NA,NA,NA,"same","yes",NA,NA
"Mimosa_latidens","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20-45",NA,NA,NA,"1-3",NA,"5-13",NA,"5-9(-10)","2.5-6.5","0.6-1.7",NA,NA,NA,NA,"20-45(-75)",NA,NA,NA,NA,"capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(30-)35-65","±3.5",NA,NA,NA,NA,NA,"8-12",NA,NA,NA,NA,NA,"same","yes",NA,NA
"Mimosa_distachya_distachya","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"shrubs","4","drought-deciduous",NA,"yes",NA,NA,NA,"(1-)1.5-3.5","0.2-0.7",NA,"(7-)10-35",NA,NA,NA,"2-4(-5)",NA,"6-24",NA,"3-6(-7)","3.5-12","2-6(-7)","plane",NA,NA,NA,"(15)-20-90",NA,NA,NA,NA,"spike, raceme",NA,"5","0.4-1.2","0.1-0.3",NA,"5","2.1-3","0.9-1.5",NA,NA,NA,"10","3-6","white, pale pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(13-)17-60","5-8.5",NA,"stipitate",NA,NA,NA,"(4-)5-9(-11)",NA,NA,NA,"nearly straight",NA,"same","yes",NA,NA
"Mimosa_rhodocarpa","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_similis","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_biuncifera","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_texana_texana","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,"shrubs","2",NA,"yes","yes",NA,NA,NA,"1-3(-4)",NA,NA,"2-7(-9)",NA,NA,NA,"1-4",NA,"5-11",NA,"3-7","(1.5-)2-4.5",NA,"oblong, oblong-elliptic",NA,NA,NA,"6-20",NA,NA,NA,NA,"capitula",NA,"5","1-1.6",NA,NA,"5",NA,NA,NA,NA,NA,NA,"(2-)3-4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","18-35","4.5-6",NA,"linear, linear-oblong, gently recurved, straight",NA,NA,NA,"3-7",NA,NA,NA,NA,NA,"same","yes",NA,NA
"Mimosa_tricephala_xanti","Low","Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"automatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neptunia_lutea","High","Windler, D. R. (1966). A revision of the genus Neptunia (Leguminosae). Australian Journal of Botany, 14(3), 379-420.","https://www.dropbox.com/scl/fi/9tvmpnwafi5yqteiq79fz/Windler-1966-A_revision_of_the_genus_Neptunia.pdf?dl=0&rlkey=zii8j7y20w6u6qajb6bq17w4k","manual",NA,"herb","≤ 2.4",NA,NA,NA,NA,NA,NA,"2-4","1-1.9",NA,"10-40","no","1-2","no","(2) 3-6 (11)",NA,NA,NA,"8-23","3-8","1-3","oblong, obtuse, broadlyy acute, rarely acute, asymmetrical",NA,NA,"no","23-125",NA,"9-20",NA,NA,"pedunculate spike, cylindrical",NA,"5","1.2-2.5","0.4-0.8",NA,"5","2.1-4.0",NA,NA,NA,"yellow","10","6.1-8.5 (10)","yellow","0.8-1",NA,"yellow","yes",NA,"1-1.6",NA,NA,"truncate, concave","legume","25-50","12-17",NA,"broadly oblong, flat",NA,NA,NA,"4-9","4-5","< 4-5",NA,"orbicular, compressed","dark brown","same","yes",NA,NA
"Neptunia_oleracea","High","Windler, D. R. (1966). A revision of the genus Neptunia (Leguminosae). Australian Journal of Botany, 14(3), 379-420.","https://www.dropbox.com/scl/fi/9tvmpnwafi5yqteiq79fz/Windler-1966-A_revision_of_the_genus_Neptunia.pdf?dl=0&rlkey=zii8j7y20w6u6qajb6bq17w4k","manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neptunia_oleracea","High","Windler, D. R. (1966). A revision of the genus Neptunia (Leguminosae). Australian Journal of Botany, 14(3), 379-420.","https://www.dropbox.com/scl/fi/9tvmpnwafi5yqteiq79fz/Windler-1966-A_revision_of_the_genus_Neptunia.pdf?dl=0&rlkey=zii8j7y20w6u6qajb6bq17w4k","manual",NA,"herb","≤ 1.5",NA,NA,NA,NA,NA,NA,"5.5-15","3-5",NA,"20-68","no","2-5","no","2-3 (4)",NA,NA,NA,"8-20","5-18","1.5-3.5","broad, oblong, obtuse, broadly acute, occasionally mucronulate, asymmetrical",NA,NA,"no","50-200 (300)",NA,NA,NA,NA,"pedunculate spike",NA,"5","0.9-3","0.3-0.7",NA,"5","2.2-4.3",NA,NA,NA,NA,"10","5.1-16","white, yellow","0.7-0.9",NA,"yellow","no",NA,"1.2-2",NA,NA,"truncate, concave","legume","19-28","0.8-1",NA,"broadly oblong, flat",NA,NA,NA,"4-8","4-5.1","2.7-3.5",NA,"ovoid, compressed","brown","same","yes",NA,NA
"Neptunia_plena","High","Windler, D. R. (1966). A revision of the genus Neptunia (Leguminosae). Australian Journal of Botany, 14(3), 379-420.","https://www.dropbox.com/scl/fi/9tvmpnwafi5yqteiq79fz/Windler-1966-A_revision_of_the_genus_Neptunia.pdf?dl=0&rlkey=zii8j7y20w6u6qajb6bq17w4k","manual",NA,"herb","≤ 2",NA,NA,NA,NA,NA,NA,"4-12","3-6.5",NA,"10-40","yes","1.5-5.5",NA,"2-4 (5)",NA,NA,NA,"9-38","4-14 (18)","1-3 (3.5)","oblong, obtuse, broadly aacute, occasionally mucronulate, asymmetrical",NA,NA,"yes","20-130 (170)",NA,NA,"10-18",NA,"pedunculate spike",NA,"5","0.9-3","0.3-0.6",NA,"5","2.1-5",NA,NA,NA,"yellow","10","6.5-16","white, yellow","1-1.2",NA,"yellow","yes",NA,"1.8-2.3",NA,NA,"truncate, concave","legume","15-55","7-11",NA,"oblong, flat, rounded",NA,NA,NA,"8-20","4-4.1","2.2-2.3",NA,"ovoid,compressed","brown","same","yes",NA,NA
"Neptunia_pubescens","High","Windler, D. R. (1966). A revision of the genus Neptunia (Leguminosae). Australian Journal of Botany, 14(3), 379-420.","https://www.dropbox.com/scl/fi/9tvmpnwafi5yqteiq79fz/Windler-1966-A_revision_of_the_genus_Neptunia.pdf?dl=0&rlkey=zii8j7y20w6u6qajb6bq17w4k","manual",NA,"herb","2",NA,NA,NA,NA,NA,NA,"4-10","1.5-3.5",NA,"1-3.2","no","1-4","no","2-5(6)",NA,NA,NA,"14-43","2.3-8.5","0.8-2","oblong, obtuse, broadly acute, asymmetrical",NA,NA,NA,"2.5-10.5",NA,NA,NA,NA,"spike",NA,"5","1-2.8","0.3-1",NA,"5","1.7-4",NA,NA,NA,"green","10","4.2-8.5","yellow-white","0.6-0.7",NA,"yellow","yes",NA,"0.8-1.5",NA,NA,"truncate, concave","legume","10-42","6-16",NA,"oblong, flat",NA,NA,NA,"4-11","4-4.2","2.5-2.9",NA,"ovoid, compressed","dark brown","same","yes",NA,"same"
"Newtonia_buchananii","High","Brenan, J.P.M. (1970). Flora Zambesiaca 3(1): 1-153. Royal Botanic Gardens, Kew.","https://plants.jstor.org/stable/10.5555/al.ap.flora.ftea000617?searchUri=si%3D26%26ff%3Dps_repository_name_str__ps_collection_name_str%26fq%3DcHNfdHlwZTooIlJlZmVyZW5jZSBTb3VyY2VzIik%253D%26q0%3Dnewtonia%26c1%3DAND%26c2%3DAND%26c3%3DAND%26c4%3DAND%26c5%3DAND%26c6%3DAND%26scope%3Dplants%26filter%3Dfree_text%26so%3Dps_group_by_genus_species+asc%26asf%3Dtrue","manual",NA,"tree","10-40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","(7)12-23",NA,NA,NA,"(24)38-67","2-6(9)",NA,"±falcate",NA,NA,"yes",NA,NA,"35-190",NA,NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,"pod","100-320","13-25",NA,NA,NA,NA,NA,NA,"41-74","9-21",NA,NA,NA,"same","yes",NA,"same"
"Newtonia_hildebrandtii","High","Brenan, J.P.M. (1970). Flora Zambesiaca 3(1): 1-153. Royal Botanic Gardens, Kew.","https://plants.jstor.org/stable/10.5555/al.ap.flora.fz1984?searchUri=si%3D26%26ff%3Dps_repository_name_str__ps_collection_name_str%26fq%3DcHNfdHlwZTooIlJlZmVyZW5jZSBTb3VyY2VzIik%253D%26q0%3Dnewtonia%26c1%3DAND%26c2%3DAND%26c3%3DAND%26c4%3DAND%26c5%3DAND%26c6%3DAND%26scope%3Dplants%26filter%3Dfree_text%26so%3Dps_group_by_genus_species+asc%26asf%3Dtrue","manual",NA,"tree","25",NA,NA,NA,NA,NA,NA,NA,NA,"20-80",NA,NA,NA,"yes","4-7",NA,NA,NA,"6-19(27)","3-11","1-3","±linear-oblong, oblong",NA,NA,"yes",NA,NA,"40-90",NA,NA,"spikes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"white, creamy",NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"pod","90-300","14-26",NA,NA,NA,NA,NA,NA,"36-57","13-21",NA,NA,NA,"same","yes",NA,"same"
"Newtonia_leucocarpa","High","Fl. Congo Belge 3: 214 (1952)",NA,"manual","Kew?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newtonia_paucijuga","High","Brenan, J. P. M. (1959). Mimosoideae. In: Fl. Trop. East Africa. Hubbard & Milne-Redhead ou https://www.biodiversitylibrary.org/item/714#page/469/mode/1up","https://plants.jstor.org/stable/10.5555/al.ap.flora.ftea000618?searchUri=si%3D51%26ff%3Dps_repository_name_str__ps_collection_name_str%26fq%3DcHNfdHlwZTooIlJlZmVyZW5jZSBTb3VyY2VzIik%253D%26q0%3Dnewtonia%26c1%3DAND%26c2%3DAND%26c3%3DAND%26c4%3DAND%26c5%3DAND%26c6%3DAND%26scope%3Dplants%26filter%3Dfree_text%26so%3Dps_group_by_genus_species+asc%26asf%3Dtrue","manual",NA,"tree","≤ 30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","1-2",NA,NA,"yes","(1-)2-3","8-70","5-39","obovate, elliptic",NA,"rounded","yes",NA,NA,"30-100",NA,NA,"spike","paniculate spikes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"pod","230-600","(18-)23-31",NA,NA,NA,NA,NA,NA,"70-88","17-23",NA,NA,NA,"same","yes",NA,"same"
