taxon,taxon_coded,filename,created_at,phylogeny,habit,root_system,height_min,height_low,height_high,height_max,height_unit,extrafloral_nectaries_presence,extrafloral_nectaries_location,extrafloral_nectary_length_min,extrafloral_nectary_length_low,extrafloral_nectary_length_high,extrafloral_nectary_length_max,extrafloral_nectary_length_unit,extrafloral_nectary_width_min,extrafloral_nectary_width_low,extrafloral_nectary_width_high,extrafloral_nectary_width_max,extrafloral_nectary_width_unit,extrafloral_nectary_shape,inflorescence_type,inflorescence_shape,inflorescence_length_min,inflorescence_length_low,inflorescence_length_high,inflorescence_length_max,inflorescence_length_unit,inflorescence_width_min,inflorescence_width_low,inflorescence_width_high,inflorescence_width_max,inflorescence_width_unit,inflorescence_organization,inflorescence_peduncle_length_min,inflorescence_peduncle_length_low,inflorescence_peduncle_length_high,inflorescence_peduncle_length_max,inflorescence_peduncle_length_unit,inflorescence_peduncle_width_min,inflorescence_peduncle_width_low,inflorescence_peduncle_width_high,inflorescence_peduncle_width_max,inflorescence_peduncle_width_unit,flower_merosity,pedicel_length_min,pedicel_length_low,pedicel_length_high,pedicel_length_max,pedicel_length_unit,pedicel_width_min,pedicel_width_low,pedicel_width_high,pedicel_width_max,pedicel_width_unit,calyx_shape,calyx_length_min,calyx_length_low,calyx_length_high,calyx_length_max,calyx_length_unit,calyx_lobe_length_min,calyx_lobe_length_low,calyx_lobe_length_high,calyx_lobe_length_max,calyx_lobe_length_unit,corolla_shape,corolla_length_min,corolla_length_low,corolla_length_high,corolla_length_max,corolla_length_unit,corolla_lobe_length_low,corolla_lobe_length_high,corolla_lobe_length_max,corolla_lobe_length_unit,corolla_lobe_width_min,corolla_lobe_width_low,corolla_lobe_width_high,corolla_lobe_width_max,corolla_lobe_width_unit,stamen_count,filament_length_min,filament_length_low,filament_length_high,filament_length_max,filament_length_unit,filament_color,style_length_min,style_length_low,style_length_high,style_length_max,style_length_unit
Mimosa pycnocoma,Mimosa_pycnocoma,Barneby_1991_Sensitivae_Censitae_treatment_0427.txt,7/9/2025 19:06,0,arborescent,,,,,,,absent,between pinna-pairs,,,,,,,,,,,,capitula,subglobose,,,,,,,10,10,,mm,subcorymbose pseudoraceme,,3.5,3.5,,cm,,,,,,4-merous,,,,,,,,,,,,,0.3,0.3,,mm,,,,,,narrowly funnelform,3.5,3.5,4,4,mm,1,1,,mm,,,,,,8,,8,,,mm,pink,,,,,
Mimosa oligosperma,Mimosa_oligosperma,Barneby_1991_Sensitivae_Censitae_treatment_0428.txt,7/9/2025 19:08,1,shrubs,,,,,,,,,,,,,,,,,,,,capitula,globose,,11,11,,mm,,11,11,,mm,pseudo-corymb,2,2.5,6,,cm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.3,0.5,,mm,,,,,,narrowly funnelform,,4.5,5,,mm,1.3,1.6,,mm,,0.9,1,,mm,8,,8,,,mm,,,,,,
Mimosa rhodostegia,Mimosa_rhodostegia,Barneby_1991_Sensitivae_Censitae_treatment_0429.txt,7/9/2025 19:09,1,Arborescent shrubs,,,,4,,m,absent,,,,,,,,,,,,,capitula,subglobose,,,,,,,12,,,mm,pseudoraceme,,2.5,4,,cm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.6,1,,mm,,,,,,narrowly funnelform,,4.5,6,,mm,1.1,1.3,,mm,,,,,,8,,10,,,mm,pink,,,,,
Mimosa regina,Mimosa_regina,Barneby_1991_Sensitivae_Censitae_treatment_0430.txt,7/9/2025 19:10,1,trees,,,,4,,m,,,,,,,,,,,,,,capitula,plumply globose-ellipsoid,,25,,,mm,,20,,,mm,pseudoraceme,5,5,8,8,cm,,,,,,4-merous,,,,,,,,,,,shallowly campanulate,,0.6,0.8,,mm,,,,,,tubular-funnelform,,7,8,,mm,1.4,,,mm,,,,,,8,,13,17,,mm,pink,,,,,
Mimosa manidea,Mimosa_manidea,Barneby_1991_Sensitivae_Censitae_treatment_0431.txt,7/9/2025 19:11,1,rosette-trees,,,2,4,,m,,,,,,,,,,,,,,capitula,ovoid-ellipsoid or globose,,12,17,,mm,,12,17,,mm,pseudoraceme,,3,7,9,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.5,,mm,,,,,,,,,,,,,,,,,,,,,
Mimosa capito,Mimosa_capito,Barneby_1991_Sensitivae_Censitae_treatment_0432.txt,7/9/2025 19:12,0,arborescent pachycladas,,,2,3,,m,present,floral bracts,,,,,,,,,,,capitate,capitula,globose,15,15,17,17,mm,,,,,,pseudocorymbosely,1.5,1.5,2.5,2.5,cm,,,,,,4-merous,,,,,,,,,,,campanulate,0.6,0.6,0.8,0.8,mm,,,,,,narrowly vase-shaped,6,6,7,7,mm,1.2,1.5,1.5,mm,,,,,,8,10,10,15,15,mm,lilac-pink,,,,,
Mimosa oedoclada,Mimosa_oedoclada,Barneby_1991_Sensitivae_Censitae_treatment_0433.txt,7/9/2025 19:13,1,rosette-trees or arborescent shrubs,,,1.5,5,,m,,,,,,,,,,,,,,capitula,ovoid or globose,,12,17,,mm,,12,17,,mm,pseudoraceme,3,3,7,9,cm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.55,1.1,,mm,,,,,,narrowly funnelform,,5,7,,mm,1.1,1.5,,mm,,,,,,8,,14,17,,mm,lavender-pink,,,,,
Mimosa dominarum,Mimosa_dominarum,Barneby_1991_Sensitivae_Censitae_treatment_0434.txt,7/9/2025 19:15,1,rosette-treelets,,2,,3,,m,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,,14,16,,mm,,14,16,,mm,pseudoraceme,3.5,3.5,5.5,,cm,,,,,,4-merous,,,,,,,,,,,,,0.6,0.85,,mm,,,,,,narrowly funnelform,,5.5,7.2,,mm,1.3,1.5,,mm,,,,,,8,,16,21,,mm,pink fading whitish,,,,,
Mimosa splendida,Mimosa_splendida,Barneby_1991_Sensitivae_Censitae_treatment_0435.txt,7/9/2025 19:16,1,treelets,,2,,3,,m,,,,,,,,,,,,,,capitula,globose,16,16,17,17,mm,,16,17,,mm,pseudoraceme,7,7,11,11,cm,,,,,,4-merous,,,,,,,,,,,,,0.5,0.5,,mm,,,,,,narrowly vase-shaped,,6.5,6.5,,mm,1.5,1.5,,mm,,1.1,1.1,,mm,8,,7,7,,mm,Pink,,,,,
Mimosa irwinii,Mimosa_irwinii,Barneby_1991_Sensitivae_Censitae_treatment_0436.txt,7/9/2025 19:17,0,rosette-shrub,humifuse woody branches,,,1,,m,present,between each pinna-pair,,1,3,,mm,,,,,,,capitula,oblongellipsoid,1.8,1.8,5.5,5.5,cm,1.2,1.2,2,2,cm,,,2,3,,dm,,,,,,4-merous,,,,,,,,,,,campanulate,,,,,,,,,,,funnelform,,6,7,,mm,1.5,1.5,,mm,,,,,,8,,12,16,,mm,lavender-pink,,,,,mm
Mimosa speciosissima,Mimosa_speciosissima,Barneby_1991_Sensitivae_Censitae_treatment_0437.txt,7/9/2025 19:18,1,subshrubs,woody xylopodium,,,,,,,,,,,,,,,,,,,capitulum,subglobose,10,12,16,,mm,10,12,16,,mm,,,10,32,,cm,,,,,,4-merous,,,,,,,,,,,,,0.5,1,,mm,,,,,,turbinate-funnelform,3.8,4,6,,mm,1,1.5,,mm,,,,,,8,,9,11,,mm,pink,,,,,
Mimosa ulei,Mimosa_ulei,Barneby_1991_Sensitivae_Censitae_treatment_0438.txt,7/9/2025 19:19,1,subshrub,xylopodium,,14,20,,dm,,,,,,,,,,,,,,capitula,subglobose,,10,12.5,,mm,10,10,12.5,12.5,mm,pseudoraceme or panicle,,1.5,10,,cm,,,,,,4-merous,,,,,,,,,,,,,0.4,1,,mm,,,,,,narrowly funnelform-campanulate,4.5,4.5,6,6,mm,1.3,1.7,1.7,mm,,,,,,8,,10,13,,mm,pink,,,,,
Mimosa ulei var. ulei,Mimosa_ulei_ulei,Barneby_1991_Sensitivae_Censitae_treatment_0439.txt,7/9/2025 19:20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa ulei var. grallator,Mimosa_ulei_grallator,Barneby_1991_Sensitivae_Censitae_treatment_0440.txt,7/9/2025 19:21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa maguirei,Mimosa_maguirei,Barneby_1991_Sensitivae_Censitae_treatment_0441.txt,7/9/2025 19:23,1,subshrubs and shrubs,,1.5,,5,,m,,,,,,,,,,,,,,capitula,squatly ellipsoid or globose,11,11,12,12,mm,,11,12,,mm,pseudoraceme or panicle of pseudoracemes,,1.5,4,,cm,,,,,,4-merous,,,,,,,,,,,campanulate,,,,,,,,,,,funnelform,3.7,3.7,5,5,mm,1.4,1.8,1.8,mm,,,,,,8,,10,12,,mm,pink,,,,,
Mimosa pellita,Mimosa_pellita,Barneby_1991_Sensitivae_Censitae_treatment_0442.txt,7/9/2025 19:24,0,shrubs,,,1,3,5,m,present,between pinna-pairs,0.5,1.5,14,23,mm,,,,,,spicule,capitula,globose or ellipsoid,8,8,12,12,mm,6,6,9,9,mm,,,,,,cm,,,,,,4C5)-merous,,,,,cm,,,,,,campanulate cups,,1,1.8,,mm,,,,,,narrowly turbinate,,,,,,0.8,1.3,,mm,,0.6,0.95,,mm,4,,,,,mm,pale pink or lilac fading whitish,,,,,
Mimosa pellita var. pellita,Mimosa_pellita_pellita,Barneby_1991_Sensitivae_Censitae_treatment_0443.txt,7/9/2025 19:25,0,bushy,,,,1,1600,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa pellita var. dehiscens,Mimosa_pellita_dehiscens,Barneby_1991_Sensitivae_Censitae_treatment_0444.txt,7/9/2025 19:26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa pellita var. hispida,Mimosa_pellita_hispida,Barneby_1991_Sensitivae_Censitae_treatment_0445.txt,7/9/2025 19:27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa tarda,Mimosa_tarda,Barneby_1991_Sensitivae_Censitae_treatment_0446.txt,7/9/2025 19:28,0,shrubs,,,1.2,3,,m,present,leaf-stalks between each pinna-pair,1,2,9,,mm,,,,,,sharp ascending spicule,capitula,conelike,,5,6.5,,mm,,,,,,umbelliform,,1.5,4,,cm,,,,,,,,1.5,4,,cm,,,,,,,,0.7,1,,mm,,,,,,,,2.7,3.5,,mm,,,,,,,,,,,,2,3,,mm,pale lilac-pink,,,,,
Mimosa orinocoensis,Mimosa_orinocoensis,Barneby_1991_Sensitivae_Censitae_treatment_0447.txt,7/9/2025 19:29,0,Scandent shrubs,,,,3,,m,present,narrow ventral groove bridged between each pinna-pair,1.5,,5.5,,mm,,,,,,ascending burnished yellowish spicule,capitula,globose or plumply ellipsoid,,6,7,,mm,,,,,,,,12,16,,cm,,,,,,4-merous,,12,16,,cm,,,,,,shallowly campanulate or saucer-shaped,0.3,0.3,0.6,0.6,mm,,,,,,narrowly vase-shaped,2.3,2.3,2.8,2.8,mm,0.8,0.8,,mm,,0.6,0.6,,mm,8,,3,3.5,,mm,whitish or pinkish,,,,,
Mimosa asperata,Mimosa_asperata,Barneby_1991_Sensitivae_Censitae_treatment_0448.txt,7/9/2025 19:30,2,shrubs,,1,1.5,3.5,5,m,present,ventral groove between pinnapairs,0.5,1.8,9,15,mm,,,,,,spicule,capitula,globose or ellipsoid,,,,,,5.5,,8,,mm,pseudoracemose,10,14,33,,mm,,,,,,4-merous,10,14,33,,mm,,,,,,turbinate-campanulate or patelliform,0.4,0.4,0.7,0.8,mm,,,,,,,1.9,2.3,3.2,3.5,mm,0.9,1.3,,mm,0.7,,1.2,,mm,8,,,,,mm,pink fading whitish,,,,,
Mimosa elliptica,Mimosa_elliptica,Barneby_1991_Sensitivae_Censitae_treatment_0449.txt,7/9/2025 19:32,1,shrubs,,,,2,,m,,,,,,,,,,,,,,capitula,oblong-ellipsoid or subglobose,6.5,6.5,12,,mm,,5.5,7,,mm,,,,,,,,,,,,,,,,,,,,,,,campanulate,,0.5,0.8,,mm,,,,,,,,2.2,3.1,,mm,,,,,,,,,,,,5,8,,mm,,,,,,
Mimosa pigra,Mimosa_pigra,Barneby_1991_Sensitivae_Censitae_treatment_0450.txt,7/9/2025 19:33,1,shrubs,adventitiously rooting,,5,16,,dm,,,,,,,,,,,,,,capitula,globose,,5,6.5,,mm,5,,6.5,,mm,pseudoraceme,,7,17,24,mm,,,,,,,,,,,,,,,,,,,0.6,0.85,,mm,,,,,,,,1.5,1.8,,mm,,,,,,,,,,,,,2,,mm,pink,,,,,
Mimosa miranda,Mimosa_miranda,Barneby_1991_Sensitivae_Censitae_treatment_0451.txt,7/9/2025 19:34,0,suffrutescent herb,adventitiously rooting at some lower nodes,6,,10,,dm,present,between all or most pinna-pairs,2.5,,9,11,mm,,,,,,straight stiff ascending stramineous spicule,spikes,,3,,4,,cm,,4,,,mm,,,4,7,,cm,,,,,,4-merous,,,,,,,,,,,campanuiate,,0.5,0.5,,mm,,,,,,turbinate-campanulate,,1.6,1.6,,mm,0.7,0.7,,mm,,0.5,0.5,,mm,8,,,4.5,,mm,pink,,,,,
Mimosa weddelliana,Mimosa_weddelliana,Barneby_1991_Sensitivae_Censitae_treatment_0452.txt,7/9/2025 19:35,1,Shrubs,,0.6,1,3,,m,,,,,,,,,,,,,,capitula,globose,,6,8,,mm,,6,8,,mm,pseudoracemes,,12,21,,mm,,,,,,4-merous,,,,,,,,,,,campanulate,,,,,,,,,,,narrowly vase-shaped,3,3,3.5,3.5,mm,1.2,1.2,,mm,,0.7,0.7,,mm,8,,5,5,,mm,pink or white,,,,,
Mimosa dormiens,Mimosa_dormiens,Barneby_1991_Sensitivae_Censitae_treatment_0453.txt,7/9/2025 19:36,1,herbs,,,,,,,,,,,,,,,,,,,,capitula,plumply ellipsoid,4,4,7.5,,mm,3.5,3.5,4.5,4.5,mm,,,8,35,40,mm,,,,,,4(-5)-merous,,,,,,,,,,,,,,,,,,,,,,campanulate,,1.3,1.7,,mm,0.3,0.7,,mm,,0.3,0.5,,mm,8,,2,3,,mm,pale lilac fading whitish,,,,,
Mimosa strigillosa,Mimosa_strigillosa,Barneby_1991_Sensitivae_Censitae_treatment_0454.txt,7/9/2025 19:37,1,herbs,stout woody taproot,,,1,1.5,m,,,,,,,,,,,,,,capitula,ellipsoid or short-cylindric,8,9,25,,mm,4.5,5,8,,mm,,2,4,16,30,cm,,,,,,4(-5)-merous,,,,,,,,,,,shallowly campanulate,,0.3,0.45,0.6,mm,,,,,,narrowly turbinate to narrowly funnelform,,2,3.4,4.2,mm,0.7,1.2,,mm,,0.6,0.9,1,mm,10-Aug,4,5,7.5,,mm,pinklilac,,,,,
Mimosa somnians,Mimosa_somnians,Barneby_1991_Sensitivae_Censitae_treatment_0455.txt,7/9/2025 19:38,1,"subshrubs, shrubs and treelets",,2,4,25,40,dm,,,,,,,,,,,,,,capitula,subglobose,4,4.5,7,8,mm,4,4.5,7,8,mm,pseudoraceme or panicle,0.5,0.8,3,3.5,cm,,,,,,4(-5)-merous,,,,,,,,,,,membranous,0.25,0.3,0.55,0.7,mm,,,,,,turbinate,1.7,2.1,3.5,4,mm,1.2,2,2.2,mm,,0.6,1.1,,mm,,3.5,4,7,,mm,pink,,,,,
Mimosa somnians subsp. somnians,Mimosa_somnians_somnians,Barneby_1991_Sensitivae_Censitae_treatment_0456.txt,7/9/2025 19:40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. somnians var. somnians,Mimosa_somnians_somnians_somnians,Barneby_1991_Sensitivae_Censitae_treatment_0457.txt,7/9/2025 19:41,2,"Herbaceous, fruticose",xylopodium,,,3,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. somnians var. deminuta,Mimosa_somnians_somnians_deminuta,Barneby_1991_Sensitivae_Censitae_treatment_0458.txt,7/9/2025 19:42,0,prostrate or assurgent,,6,,10,,dm,,,,,,,,,,,,,,capitula,,,,,,,,4,4,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. lasiocarpa,Mimosa_somnians_lasiocarpa,Barneby_1991_Sensitivae_Censitae_treatment_0459.txt,7/9/2025 19:43,2,virgately erect or rarely diffuse,woody roostocks,,6,15,,dm,absent,,,,,,,,,,,,,capitula,moriform or conelike,,5,8,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. lasiocarpa var. lasiocarpa,Mimosa_somnians_lasiocarpa_lasiocarpa,Barneby_1991_Sensitivae_Censitae_treatment_0460.txt,7/9/2025 19:44,2,,,,,,,,absent,,,,,,,,,,,,,capitula,moriform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. lasiocarpa var. lupulina,Mimosa_somnians_lasiocarpa_lupulina,Barneby_1991_Sensitivae_Censitae_treatment_0461.txt,7/9/2025 19:45,2,,,,,,,,absent,,,,,,,,,,,,,capitula,conelike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. viscida,Mimosa_somnians_viscida,Barneby_1991_Sensitivae_Censitae_treatment_0462.txt,7/9/2025 19:46,2,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. viscida var. viscida,Mimosa_somnians_viscida_viscida,Barneby_1991_Sensitivae_Censitae_treatment_0463.txt,7/9/2025 19:47,0,erect subshrubs or commonly functionaly herbaceous,woody roostocks or xylopodium,9,6,20,40,dm,absent,,,,,,,,,,,,,capitula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. viscida var. leptocaulis,Mimosa_somnians_viscida_leptocaulis,Barneby_1991_Sensitivae_Censitae_treatment_0464.txt,7/9/2025 19:49,0,"erect, ascending or procumbently trailing",woody roostocks or xylopodium,2,3,10,,dm,absent,,,,,,,,,,,,,capitula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. viscida var. aquatica,Mimosa_somnians_viscida_aquatica,Barneby_1991_Sensitivae_Censitae_treatment_0465.txt,7/9/2025 19:50,0,"herbaceous, weakly incurved-ascending","subhorizontal, sucullently thickened and inflated pallid rhizomes",,3,9,,dm,absent,,,,,,,,,,,,,capitula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. viscida var. velascoénsis,Mimosa_somnians_viscida_velascoénsis,Barneby_1991_Sensitivae_Censitae_treatment_0466.txt,7/9/2025 19:51,2,,,,,,,,absent,,,,,,,,,,,,,capitula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. longipes,Mimosa_somnians_longipes,Barneby_1991_Sensitivae_Censitae_treatment_0467.txt,7/9/2025 19:52,0,virgately erect,xylopodium,,4,20,,dm,absent,,,,,,,,,,,,,capitula,,,,,,,,,,,,simple or paniculate,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.6,,mm,,0.3,0.6,,mm,,,3.1,4,,mm,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. longipes var. longipes,Mimosa_somnians_longipes_longipes,Barneby_1991_Sensitivae_Censitae_treatment_0468.txt,7/9/2025 19:53,0,,,,4,9,,dm,absent,,,,,,,,,,,,,capitula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa somnians subsp. longipes var. possensis,Mimosa_somnians_longipes_possensis,Barneby_1991_Sensitivae_Censitae_treatment_0469.txt,7/9/2025 19:54,0,,,,10,20,,dm,absent,,,,,,,,,,,,,capitula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa glaucula,Mimosa_glaucula,Barneby_1991_Sensitivae_Censitae_treatment_0470.txt,7/9/2025 19:55,0,herbaceus subshrub,,,,1,,m,absent,,,,,,,,,,,,,capitula,moriform,,5,6,,mm,,5,,,mm,pseudoraceme,,1.5,2,,dm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.4,0.5,,mm,,,,,,turbinate,,2.6,3,,mm,,1.2,,mm,,,0.7,,mm,8,,4.5,6.3,,mm,pink,,,,,
Mimosa somnambulans,Mimosa_somnambulans,Barneby_1991_Sensitivae_Censitae_treatment_0471.txt,7/9/2025 19:56,1,shrubs,,,,2.5,,m,absent,,,,,,,,,,,,,capitula,moriform,,,,,,,4.5,,,mm,paniculate,,12,18,,mm,,,,,,4-merous,,,,,,,,,,,campanulate subtruncate,,0.4,,,mm,,,,,,turbinate,,1.7,2.4,,mm,0.7,1.1,,mm,,,,,,8,,4,5,,mm,pink,,,,,
Mimosa monacensis,Mimosa_monacensis,Barneby_1991_Sensitivae_Censitae_treatment_0472.txt,7/9/2025 19:57,1,subshrubs,woody roostock,,,,,,absent,,,,,,,,,,,,,capitula,conelike,,,,,,,5.5,,,mm,pseudoraceme,,14,17,,mm,,,,,,4-merous,,,,,,,,,,,shallowly campanulate,,,0.2,,mm,,,,,,turbinate,,,2.5,,mm,1.3,,,mm,,,0.8,,mm,8,,,,,,,,,,,
Mimosa poculata,Mimosa_poculata,Barneby_1991_Sensitivae_Censitae_treatment_0473.txt,7/9/2025 19:58,1,subshrubs,,,3.5,5,,dm,absent,,,,,,,,,,,,,capitula,conelike,,,,,,,5,7,,mm,pseudoraceme,,9,21,,mm,,,,,,4-merous,,,,,,,,,,,cupular,,0.4,,,mm,,,,,,,,3.5,3.8,,mm,2,,,mm,,0.7,1,,mm,8,,5,5.5,,mm,pink,,,,,
Mimosa leptorhachis,Mimosa_leptorhachis,Barneby_1991_Sensitivae_Censitae_treatment_0474.txt,7/9/2025 20:00,0,shrubs,,,,,,,absent,,,,,,,,,,,,,capitula,moriform,,,,,,,4.5,5,,mm,paniculate,,11,15,,mm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.3,,,mm,,,,,,turbinate campanulate,,2.1,,,mm,1.2,1.2,,mm,,0.75,0.75,,mm,8,,5,6,,mm,pink,,,,,
Mimosa calliandroides,Mimosa_calliandroides,Barneby_1991_Sensitivae_Censitae_treatment_0475.txt,7/9/2025 20:01,0,subshrubs,,,1,,,m,absent,,,,,,,,,,,,,capitula,moriform,,,,,,,4.5,5.5,,mm,paniculate,,6,16,,mm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.5,0.7,,mm,,,,,,"turbinate, proximally attenuate",,2.2,3,,mm,1.3,1.8,,mm,,0.7,0.9,,mm,8,,4,6,,mm,lilac-pink,,,,,
Mimosa surumuensis,Mimosa_surumuensis,Barneby_1991_Sensitivae_Censitae_treatment_0476.txt,7/9/2025 20:02,0,shrubs,,,0.5,2.5,4,m,absent,,,,,,,,,,,,,capitula,moriform,3.5,4,8,,mm,3.5,4,5,,mm,paniculate,,6,14,,mm,,,,,,4-merous,,,,,,,,,,,turbinate-campanulate,,0.6,1.4,,mm,,0.25,0.7,,mm,turbinate,,1.6,1.8,,mm,0.7,0.9,,mm,,0.6,0.8,,mm,8,,4.5,6,,mm,pale pink or whitish,,,,,
Mimosa brachycarpa,Mimosa_brachycarpa,Barneby_1991_Sensitivae_Censitae_treatment_0477.txt,7/9/2025 20:03,1,shrubs,,,1,2,,m,absent,,,,,,,,,,,,,capitula,conelike,,,,,,,5,7,,mm,pseudoraceme,,3,20,,mm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.35,0.6,,mm,,,,,,turbinate,,2,2.6,,mm,0.7,1.2,,mm,,,,,,8,,5,7,,mm,pink,,,,,
Mimosa microcephala,Mimosa_microcephala,Barneby_1991_Sensitivae_Censitae_treatment_0478.txt,7/9/2025 20:04,0,"shrub, either erect or diffuse to sarmentose or vinelike",,,1,4,5,m,absent,,,,,,,,,,,,,capitula,moriform,,,,,,,2.5,4.5,,mm,pseudoraceme or panicle of pseudoracemes,,3,11,,mm,,,,,,4-merous,,,,,,,,,,,,,0.3,0.5,,mm,,,,,,turbinate,,1.6,2.5,,mm,0.8,1.3,,mm,,0.55,0.8,,mm,8,,3.5,5,7,mm,pink fading whitish or white,,,,,
Mimosa microcephala subsp. cataractae,Mimosa_microcephala_cataractae,Barneby_1991_Sensitivae_Censitae_treatment_0479.txt,7/9/2025 20:05,0,,,,,,,,absent,,,,,,,,,,,,,,,,10,25,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,,,,,
Mimosa microcephala subsp. cataractae var. cataractae,Mimosa_microcephala_cataractae_cataractae,Barneby_1991_Sensitivae_Censitae_treatment_0480.txt,7/9/2025 20:06,0,Forming free-standing erect or diffuse bushes,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa microcephala subsp. cataractae var. lumaria,Mimosa_microcephala_cataractae_lumaria,Barneby_1991_Sensitivae_Censitae_treatment_0481.txt,7/9/2025 20:07,0,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa microcephala subsp. microcephala,Mimosa_microcephala_microcephala,Barneby_1991_Sensitivae_Censitae_treatment_0482.txt,7/9/2025 20:08,0,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pink, rarely white or whitish",,,,,
Mimosa microcephala subsp. microcephala var. communis Barneby,Mimosa_microcephala_microcephala_communis_Barneby,Barneby_1991_Sensitivae_Censitae_treatment_0483.txt,7/9/2025 20:10,0,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,,
Mimosa microcephala subsp. microcephala var. microcephala,Mimosa_microcephala_microcephala_microcephala,Barneby_1991_Sensitivae_Censitae_treatment_0484.txt,7/9/2025 20:11,0,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,,
